row_id,order_priority,discount,unitprice,shipping_cost,customer_id,customer_first_name,customer_last_name,customer_segment,product_category,product_subcategory,product_container,product_name,product_base_margin,order_date,ship_date,profit,quantity_ordered_new,sales,order_id,region,district
21408,Critical,0.06,6.68,1.5,750,Jordan,Wilkinson,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,0.48,2012-09-29,2012-09-30,39.348,6,39.18,91204,South,Alor Setar
22049,High,0.03,40.98,6.5,750,Jordan,Wilkinson,Corporate,Technology,Computer Peripherals,Small Box,Microsoft Office Keyboard,0.64,2012-11-10,2012-11-11,364.3542,23,983.8,91205,South,Alor Setar
23629,Low,0.06,130.98,54.74,751,David,Wrenn,Corporate,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",0.69,2010-02-27,2010-03-06,14.76,3,411.64,91201,South,Bagan Datuk
25728,High,0.07,2.88,0.99,751,David,Wrenn,Corporate,Office Supplies,Labels,Small Box,Avery 474,0.36,2012-04-20,2012-04-22,-267.092,7,19.79,91203,South,Bagan Datuk
19679,Critical,0.06,2.61,0.5,753,Elisabeth,Massey,Corporate,Office Supplies,Labels,Small Box,Avery 479,0.39,2010-09-11,2010-09-11,10.85,1,17.59,90438,West,Dungun
19680,Critical,0.01,6.35,1.02,753,Elisabeth,Massey,Corporate,Office Supplies,Paper,Wrap Bag,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",0.39,2010-09-11,2010-09-13,97.6626,22,141.54,90438,West,Dungun
21348,Critical,0.03,15.94,5.45,753,Elisabeth,Massey,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16701 Slimline Battery Pencil Sharpener,0.55,2012-06-23,2012-06-25,4.128,10,156.89,90441,West,Dungun
23518,Medium,0.05,300.97,7.18,753,Elisabeth,Massey,Corporate,Technology,Computer Peripherals,Small Box,Gyration Ultra Professional Cordless Optical Suite,0.48,2012-07-25,2012-07-27,1450.0488,7,2101.52,90442,West,Dungun
20028,High,0.09,54.96,10.75,753,Elisabeth,Massey,Corporate,Office Supplies,Paper,Small Box,Xerox 1940,0.36,2013-08-30,2013-08-31,511.1382,14,740.78,90444,West,Dungun
25291,High,0.06,218.75,69.64,754,Helen,Lyons,Corporate,Furniture,Tables,Jumbo Box,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,0.77,2010-06-04,2010-06-05,-453.2,4,905.4,90437,West,Gombak
25117,Low,0.06,119.99,14.0,754,Helen,Lyons,Consumer,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,0.36,2010-10-12,2010-10-19,-207.679788,2,243.86,90439,West,Gombak
25947,Medium,0.02,37.93,13.99,754,Helen,Lyons,Consumer,Furniture,Office Furnishings,Wrap Bag,"Eldon Delta Triangular Chair Mat, 52"" X 58"", Clear",0.67,2011-11-29,2011-12-01,215.644,9,372.76,90440,West,Gombak
23517,Medium,0.09,178.47,19.99,754,Helen,Lyons,Corporate,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,2012-07-25,2012-07-28,-114.22,1,182.4,90442,West,Gombak
25144,High,0.05,210.55,9.99,754,Helen,Lyons,Corporate,Office Supplies,Storage & Organization,Small Box,"24 Capacity Maxi Data Binder Racks, Pearl",0.6,2013-03-31,2013-04-02,-150.29,1,204.02,90443,West,Hulu Selangor
19520,High,0.09,1.86,2.58,756,Sandra,Howe,Home Office,Office Supplies,Rubber Bands,Wrap Bag,"Super Bands, 12/Pack",0.82,2011-05-14,2011-05-16,-94.95,15,26.84,90259,West,Hulu Selangor
19521,High,0.04,125.99,8.99,756,Sandra,Howe,Home Office,Technology,Telephones And Communication,Small Box,Startac St7868,0.55,2011-05-14,2011-05-16,910.8345,12,1320.05,90259,West,Hulu Selangor
22316,Medium,0.08,3.38,0.85,756,Sandra,Howe,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,0.48,2011-12-26,2011-12-26,3.3,2,8.53,90260,West,Jasin
22317,Medium,0.1,11.66,7.95,756,Sandra,Howe,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,"Hunt Boston® Vista® Battery-Operated Pencil Sharpener, Black",0.58,2011-12-26,2011-12-27,-91.875,19,206.97,90260,West,Jasin
24994,Critical,0.08,65.99,8.99,756,Sandra,Howe,Home Office,Technology,Telephones And Communication,Small Box,Talkabout T8367,0.56,2013-02-27,2013-03-01,248.58,9,480.28,90262,West,Jelebu
21943,Medium,0.0,55.5,52.2,756,Sandra,Howe,Home Office,Furniture,Office Furnishings,Medium Box,Eldon Cleatmat® Chair Mats For Medium Pile Carpets,0.72,2013-05-13,2013-05-16,-1413.18,14,794.0,90263,West,Kampar
25856,Not Specified,0.03,37.94,5.08,757,Neil,Hogan,Home Office,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,2010-08-11,2010-08-13,-7.5244,1,39.97,90258,West,Kampar
25963,High,0.08,9.78,1.99,757,Neil,Hogan,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute Cd-R, 10/Pack",0.43,2012-09-26,2012-09-28,20.68,11,102.94,90261,West,Kampar
21110,Low,0.0,20.99,3.3,759,Bernice,Day,Small Business,Technology,Telephones And Communication,Small Pack,Accessory39,0.81,2010-05-29,2010-06-05,-92.961,5,92.96,86639,Central,Kampar
24176,Not Specified,0.05,10.94,1.39,759,Bernice,Day,Small Business,Office Supplies,Envelopes,Small Box,"White Business Envelopes With Contemporary Seam, Recycled White Business Envelopes",0.35,2011-02-02,2011-02-02,83.8488,11,121.52,86640,Central,Kampar
23275,Medium,0.01,20.95,5.99,759,Bernice,Day,Small Business,Technology,Computer Peripherals,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",0.65,2011-02-26,2011-02-28,-70.68,1,23.98,86641,Central,Kampar
23276,Medium,0.08,55.98,13.88,759,Bernice,Day,Small Business,Office Supplies,Paper,Small Box,Xerox 1882,0.36,2011-02-26,2011-02-27,98.32,3,165.18,86641,Central,Kerian
23277,Medium,0.1,80.98,35.0,759,Bernice,Day,Small Business,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers In Natural & Black,0.81,2011-02-26,2011-02-28,-599.54,5,381.42,86641,Central,Kerian
22051,High,0.08,5.02,5.14,759,Bernice,Day,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5, Diskette 44766 Hghld3.52Hd/Fm, 10/Pack",0.79,2013-04-15,2013-04-15,-56.12,3,16.51,86643,Central,Kota Tinggi
18149,Not Specified,0.02,5.28,2.99,759,Bernice,Day,Small Business,Office Supplies,Binders And Binder Accessories,Small Box,"Wilson Jones 1"" Hanging Dubllock® Ring Binders",0.37,2013-08-04,2013-08-04,-1.99916,8,42.99,86644,Central,Kota Tinggi
24177,Not Specified,0.02,40.98,2.99,760,Ben,Reid,Small Business,Office Supplies,Binders And Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",0.36,2011-02-02,2011-02-03,150.7167,5,218.43,86640,Central,Kota Tinggi
24983,Low,0.06,145.45,17.85,760,Ben,Reid,Small Business,Technology,Office Machines,Jumbo Drum,Panasonic Kx-P1150 Dot Matrix Printer,0.56,2012-02-17,2012-02-21,-280.2792,1,151.23,86642,Central,Kota Tinggi
24984,Low,0.04,12.28,6.13,760,Ben,Reid,Small Business,Office Supplies,Storage & Organization,Small Box,Recycled Eldon Regeneration Jumbo File,0.57,2012-02-17,2012-02-19,-7.26,1,18.15,86642,Central,Kota Tinggi
20377,Not Specified,0.0,125.99,8.99,762,Stuart,Holloway,Small Business,Technology,Telephones And Communication,Small Box,5170I,0.57,2010-10-27,2010-10-29,613.89576,12,1362.2,87525,West,Kota Tinggi
22393,Low,0.03,8.37,10.16,762,Stuart,Holloway,Small Business,Furniture,Office Furnishings,Large Box,Westinghouse Clip-On Gooseneck Lamps,0.59,2012-04-20,2012-04-27,-0.36,1,10.82,87526,West,Kuala Kangsar
23103,Not Specified,0.01,449.99,49.0,762,Stuart,Holloway,Small Business,Technology,Copiers And Fax,Jumbo Drum,Canon Pc940 Copier,0.38,2013-01-14,2013-01-15,-458.8496,10,4633.1,87527,West,Kuala Langat
18328,Not Specified,0.06,3502.14,8.73,762,Stuart,Holloway,Small Business,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,2013-08-01,2013-08-03,-1808.821524,3,10567.36,87528,West,Kuala Langat
20232,Medium,0.07,21.38,2.99,762,Stuart,Holloway,Small Business,Office Supplies,Binders And Binder Accessories,Small Box,Acco D-Ring Binder W/Dubllock®,0.36,2013-10-27,2013-10-28,169.439,14,279.98,87529,West,Kuala Langat
25146,High,0.05,3.75,0.5,764,Judy,Kirk,Consumer,Office Supplies,Labels,Small Box,Avery 510,0.37,2013-04-16,2013-04-17,15.5733,6,22.57,90943,East,Kuala Langat
25928,High,0.1,36.55,13.89,764,Judy,Kirk,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",0.41,2013-05-12,2013-05-13,77.45,11,366.34,90944,East,Kuala Langat
20375,Critical,0.06,5.18,2.04,764,Judy,Kirk,Consumer,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,2013-07-23,2013-07-25,24.52352,11,54.26,90945,East,Kuala Langat
23054,High,0.0,1.76,0.7,764,Judy,Kirk,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 326,0.56,2013-10-16,2013-10-18,-1.02,5,9.68,90946,East,Kuala Langat
25929,High,0.02,85.29,60.0,765,Ruby,Goodwin,Consumer,Furniture,Tables,Jumbo Drum,"Barricks Non-Folding Utility Table With Steel Legs, Laminate Tops",0.56,2013-05-12,2013-05-14,65.24685,3,222.62,90944,East,Kuala Selangor
25930,High,0.1,65.99,8.99,765,Ruby,Goodwin,Consumer,Technology,Telephones And Communication,Small Box,Startac Analog,0.6,2013-05-12,2013-05-14,317.196,15,812.79,90944,East,Kuala Terengganu
18735,Critical,0.1,31.78,1.99,767,Jeffrey,Mueller,Corporate,Technology,Computer Peripherals,Small Pack,"Memorex 4.7Gb Dvd-Ram, 3/Pack",0.42,2010-01-30,2010-02-01,232.2816,11,336.64,86279,Central,Manjung
20615,Not Specified,0.0,20.99,0.99,767,Jeffrey,Mueller,Corporate,Technology,Telephones And Communication,Wrap Bag,Accessory21,0.37,2011-12-05,2011-12-07,27.351,4,77.07,86280,Central,Melaka Tengah
21244,Critical,0.02,6.48,6.81,767,Jeffrey,Mueller,Corporate,Office Supplies,Paper,Small Box,Xerox 1930,0.36,2011-12-07,2011-12-09,-25.41,7,47.43,86281,Central,Miri
18080,High,0.08,195.99,3.99,767,Jeffrey,Mueller,Corporate,Technology,Telephones And Communication,Small Box,R380,0.58,2012-07-10,2012-07-12,1142.1225,10,1655.25,86282,Central,Pasir Gudang
21245,Critical,0.06,2.88,0.99,768,Nathan,Lowry,Corporate,Office Supplies,Labels,Small Box,Avery 474,0.36,2011-12-07,2011-12-09,24.0672,12,34.88,86281,Central,Pasir Gudang
18659,Critical,0.08,30.73,4.0,770,Geraldine,Puckett,Small Business,Technology,Computer Peripherals,Small Box,Fellowes 17-Key Keypad For Ps/2 Interface,0.75,2010-09-19,2010-09-19,-45.07,14,429.33,88667,West,Pasir Gudang
18660,Critical,0.05,14.56,3.5,771,Deborah,Paul,Small Business,Office Supplies,Appliances,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,0.58,2010-09-19,2010-09-21,-8.53,3,44.66,88667,West,Pasir Gudang
18661,Critical,0.0,299.99,11.64,771,Deborah,Paul,Small Business,Technology,Copiers And Fax,Large Box,Brother Dcp1000 Digital 3 In 1 Multifunction Machine,0.5,2010-09-19,2010-09-21,285.95,5,1619.95,88667,West,Pasir Gudang
18923,Low,0.1,449.99,49.0,771,Deborah,Paul,Small Business,Technology,Copiers And Fax,Jumbo Drum,Canon Pc940 Copier,0.38,2011-04-16,2011-04-20,3386.8581,12,4908.49,88670,West,Pasir Gudang
18924,Low,0.0,19.23,6.15,771,Deborah,Paul,Small Business,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,2011-04-16,2011-04-23,137.7585,10,199.65,88670,West,Pasir Gudang
20425,Low,0.02,449.99,49.0,771,Deborah,Paul,Small Business,Technology,Copiers And Fax,Jumbo Drum,Canon Pc940 Copier,0.38,2012-09-04,2012-09-06,7278.4581,23,10548.49,88672,West,Perak Tengah
22875,Critical,0.08,7.77,9.23,772,Jean,Webster,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,2010-01-14,2010-01-16,-209.25,7,56.44,88666,East,Petaling
22877,Critical,0.1,18.97,9.54,772,Jean,Webster,Small Business,Office Supplies,Paper,Small Box,Xerox 1939,0.37,2010-01-14,2010-01-16,-9.1636,3,56.73,88666,East,Port Dickson
20967,Low,0.02,4.06,6.89,772,Jean,Webster,Small Business,Office Supplies,Appliances,Small Box,Eureka Disposable Bags For Sanitaire® Vibra Groomer I® Upright Vac,0.6,2010-11-17,2010-11-21,12.706,12,64.41,88668,East,Putrajaya
20968,Low,0.07,9.49,5.76,772,Jean,Webster,Small Business,Technology,Office Machines,Medium Box,"Sharp El501Vb Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",0.39,2010-11-17,2010-11-21,7.71516,37,344.57,88668,East,Putrajaya
20694,High,0.05,22.23,8.99,772,Jean,Webster,Small Business,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock With Quartz Movement",0.41,2011-01-12,2011-01-14,148.7396,10,219.83,88669,East,Putrajaya
20695,High,0.03,2.74,3.5,772,Jean,Webster,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Rogers Handheld Barrel Pencil Sharpener,0.58,2011-01-12,2011-01-15,-8.4196,1,4.44,88669,East,Putrajaya
20424,Low,0.02,9.48,7.29,772,Jean,Webster,Small Business,Furniture,Office Furnishings,Small Pack,"Dax Two-Tone Rosewood/Black Document Frame, Desktop, 5 X 7",0.45,2012-09-04,2012-09-08,-25.86,11,105.68,88672,East,Putrajaya
22876,Critical,0.02,306.14,26.53,772,Jean,Webster,Small Business,Technology,Office Machines,Jumbo Drum,Okidata Ml184 Turbo Dot Matrix Printers,0.56,2013-01-14,2013-01-14,1083.0836,6,1879.03,88673,East,Putrajaya
21789,Not Specified,0.05,55.48,14.3,772,Jean,Webster,Small Business,Office Supplies,Paper,Small Box,Xerox 194,0.37,2013-04-28,2013-04-29,333.0906,9,482.74,88674,East,Sabak Bernam
24297,Not Specified,0.1,218.08,18.06,773,Erica,Bynum,Small Business,Furniture,Chairs & Chairmats,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",0.57,2012-06-03,2012-06-04,906.336,8,1640.59,88671,East,Sandakan
24605,Critical,0.09,49.99,19.99,773,Erica,Bynum,Small Business,Technology,Computer Peripherals,Small Box,Us Robotics 56K V.92 Internal Pci Faxmodem,0.45,2013-06-04,2013-06-06,-17.864,12,595.19,88675,East,Sandakan
25483,Medium,0.01,48.04,5.79,773,Erica,Bynum,Small Business,Office Supplies,Paper,Small Box,Xerox 1937,0.37,2013-08-24,2013-08-25,132.91984,4,197.35,88676,East,Seberang Perai Selatan
26286,Medium,0.04,5.8,5.59,775,Faye,Woods,Home Office,Office Supplies,Binders And Binder Accessories,Small Box,Wilson Jones “Snap” Scratch Pad Binder Tool For Ring Binders,0.4,2013-03-01,2013-03-02,-22.288,6,36.42,87000,South,Seberang Perai Utara
25340,Not Specified,0.06,130.98,30.0,776,Holly,Love,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel Chair With 2-Way Adjustable Arms, Plum",0.78,2011-10-03,2011-10-04,-282.7116,8,1057.4,86998,West,Sepang
26284,Medium,0.1,31.74,12.62,776,Holly,Love,Home Office,Office Supplies,Binders And Binder Accessories,Small Box,Gbc Wire Binding Strips,0.37,2013-03-01,2013-03-02,-9.315,2,62.57,87000,West,Sepang
26285,Medium,0.09,37.94,5.08,776,Holly,Love,Home Office,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,2013-03-01,2013-03-02,39.23,2,71.88,87000,West,Sepang
24183,Not Specified,0.07,16.51,2.99,776,Holly,Love,Home Office,Office Supplies,Binders And Binder Accessories,Small Box,Jm Magazine Binder,0.37,2013-06-13,2013-06-14,164.4615,15,238.35,87001,West,Sepang
24184,Not Specified,0.01,55.48,6.79,776,Holly,Love,Home Office,Office Supplies,Paper,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",0.37,2013-06-13,2013-06-14,313.9845,8,455.05,87001,West,Sepang
24185,Not Specified,0.03,78.8,35.0,776,Holly,Love,Home Office,Office Supplies,Storage & Organization,Large Box,Space Solutions™ Industrial Galvanized Steel Shelving.,0.83,2013-06-13,2013-06-14,-878.376,17,1351.62,87001,West,Shah Alam
18207,Low,0.06,20.99,2.5,777,Zachary,Yu,Home Office,Technology,Telephones And Communication,Wrap Bag,Accessory37,0.81,2011-08-16,2011-08-20,-55.68992,2,35.73,86997,East,Shah Alam
18208,Low,0.06,3.98,5.26,778,Debra,Stone,Home Office,Office Supplies,Binders And Binder Accessories,Small Box,Ibico Presentation Index For Binding Systems,0.38,2011-08-16,2011-08-23,-67.94476,18,73.14,86997,East,Sri Aman
18209,Low,0.02,220.98,64.66,779,Marvin,Roberson,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",0.62,2011-08-16,2011-08-23,721.0116,14,3242.96,86997,East,Sri Aman
19870,Critical,0.09,4.13,0.5,780,Elisabeth,Thompson,Home Office,Office Supplies,Labels,Small Box,Avery 506,0.39,2012-10-26,2012-10-27,36.5838,13,53.02,86999,East,Sri Aman
20434,High,0.04,34.76,5.49,782,Sarah,Becker,Small Business,Office Supplies,Storage & Organization,Small Box,Home/Office Personal File Carts,0.6,2010-04-29,2010-04-30,192.5169,8,279.01,90962,West,Sri Aman
24773,Low,0.02,100.98,35.84,783,Carlos,Byrd,Small Business,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,2010-01-06,2010-01-06,-134.912,6,614.99,90961,East,Sri Aman
23874,Medium,0.1,28.99,8.59,784,Marshall,Riddle,Small Business,Technology,Telephones And Communication,Medium Box,Southwestern Bell Fa970 Digital Answering Machine With Time/Day Stamp,0.56,2013-03-03,2013-03-04,-97.922,7,160.5,90963,East,Tampin
22969,Medium,0.0,8.34,4.82,786,Jason,Bray,Home Office,Office Supplies,Paper,Small Box,Southworth 25% Cotton Antique Laid Paper & Envelopes,0.4,2010-04-06,2010-04-07,-5.05,9,76.23,91513,West,Tampin
23466,Medium,0.02,348.21,40.19,786,Jason,Bray,Home Office,Furniture,Tables,Jumbo Box,Bretford Cr4500 Series Slim Rectangular Table,0.62,2011-04-29,2011-05-01,-4560.43,9,3327.55,91514,West,Tampin
22622,High,0.05,68.81,60.0,786,Jason,Bray,Home Office,Office Supplies,Appliances,Jumbo Drum,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",0.41,2013-03-03,2013-03-05,-527.83,6,427.48,91517,West,Tawau
22623,High,0.03,6.84,8.37,786,Jason,Bray,Home Office,Office Supplies,"Scissors, Rulers And Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors W/Champagne Handles, 3-1/8"" Cut",0.58,2013-03-03,2013-03-05,-48.28,2,16.03,91517,West,Tawau
22968,Medium,0.09,18.97,9.03,786,Jason,Bray,Home Office,Office Supplies,Paper,Small Box,Computer Printout Paper With Letter-Trim Perforations,0.37,2013-04-06,2013-04-07,67.03,10,186.73,91518,West,Tawau
24377,High,0.06,70.89,89.3,786,Jason,Bray,Home Office,Furniture,Tables,Jumbo Box,Ki Conference Tables,0.69,2013-07-26,2013-07-27,-2766.61584,16,1183.23,91520,West,Tawau
26110,Medium,0.08,65.99,5.92,787,Kristen,Callahan,Home Office,Technology,Telephones And Communication,Small Box,252,0.55,2011-12-17,2011-12-17,70.6455,8,439.97,91515,West,Tawau
25465,High,0.04,9.49,5.76,787,Kristen,Callahan,Home Office,Technology,Office Machines,Medium Box,"Sharp El501Vb Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",0.39,2012-10-28,2012-10-29,-29.888676,1,12.54,91516,West,Tawau
25186,Low,0.08,100.98,35.84,787,Kristen,Callahan,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,2013-05-03,2013-05-08,-335.77,15,1433.08,91519,West,Bagan Datuk
22621,High,0.03,4.26,1.2,788,Laurie,Boyd,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set With Brush",0.44,2013-03-03,2013-03-04,26.5719,9,38.51,91517,East,Bagan Datuk
18707,Low,0.09,300.98,64.73,790,Calvin,Harrison,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather And Oak Executive Chair, Black",0.56,2012-02-25,2012-02-29,763.33,8,2230.31,88755,East,Dungun
18706,Low,0.04,6.48,8.74,791,Samuel,Moss,Corporate,Office Supplies,Paper,Small Box,Xerox 1984,0.36,2012-02-25,2012-02-27,-16.38,1,10.22,88755,East,Gombak
24629,Not Specified,0.09,6.48,9.68,792,Holly,Pate,Corporate,Office Supplies,Paper,Small Box,Xerox 1993,0.36,2010-06-21,2010-06-22,-204.16,16,99.92,88753,Central,Gombak
23878,Not Specified,0.03,152.48,4.0,792,Holly,Pate,Corporate,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.79,2011-12-22,2011-12-23,149.82,10,1582.59,88754,Central,Hulu Selangor
24628,Not Specified,0.02,119.99,14.0,792,Holly,Pate,Corporate,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,0.36,2013-06-21,2013-06-22,755.7639,9,1095.31,88756,Central,Jasin
23879,Not Specified,0.02,4.28,6.72,792,Holly,Pate,Corporate,Office Supplies,Paper,Small Box,Xerox 1927,0.4,2013-12-22,2013-12-24,-7.66752,3,16.74,88757,Central,Jasin
22264,Critical,0.09,6783.02,24.49,794,Vincent,Kenney,Corporate,Technology,Office Machines,Large Box,Polycom Viewstation™ Isdn Videoconferencing Unit,0.39,2013-05-21,2013-05-23,-958.398,3,15503.7,91434,South,Kampar
18347,Not Specified,0.06,8.6,6.19,796,Amanda,Conner,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,2010-03-11,2010-03-12,-46.115,9,79.4,86867,Central,Kampar
18184,Not Specified,0.1,14.42,6.75,796,Amanda,Conner,Corporate,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,0.52,2010-06-19,2010-06-22,-20.104,1,15.49,86869,Central,Kluang
18999,Medium,0.03,120.33,19.99,796,Amanda,Conner,Small Business,Office Supplies,Storage & Organization,Small Box,Iceberg Mobile Mega Data/Printer Cart ®,0.59,2012-06-29,2012-07-01,1699.524,21,2606.59,86871,Central,Kluang
19011,Not Specified,0.04,9.11,2.25,797,Eileen,Riddle,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,0.52,2010-06-01,2010-06-04,-3.496,2,18.59,86868,West,Kota Bharu
19012,Not Specified,0.07,64.65,35.0,797,Eileen,Riddle,Corporate,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,2010-06-01,2010-06-03,-717.072,13,834.08,86868,West,Kota Kinabalu
24851,Low,0.09,6.48,6.86,797,Eileen,Riddle,Corporate,Office Supplies,Paper,Small Box,Xerox 204,0.37,2010-09-06,2010-09-08,-62.23,8,50.88,86870,West,Kota Samarahan
25230,High,0.04,48.04,5.79,797,Eileen,Riddle,Corporate,Office Supplies,Paper,Small Box,Xerox 1937,0.37,2012-10-31,2012-11-02,603.4326,18,874.54,86872,West,Kota Samarahan
25231,High,0.08,2.6,2.4,797,Eileen,Riddle,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,2012-10-31,2012-10-31,-23.7708,7,18.95,86872,West,Kota Samarahan
19088,Critical,0.1,34.54,14.72,797,Eileen,Riddle,Small Business,Office Supplies,Binders And Binder Accessories,Small Box,Gbc Recycled Grain Textured Covers,0.37,2013-04-05,2013-04-07,52.3175,6,197.66,86873,West,Kuala Langat
20001,Not Specified,0.01,150.98,30.0,799,Lee,Mckenna,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Swivel Fabric Task Chair,0.74,2010-01-06,2010-01-08,131.382,6,958.46,89909,South,Kuala Langat
20002,Not Specified,0.01,28.28,13.99,799,Lee,Mckenna,Consumer,Office Supplies,Storage & Organization,Medium Box,Eldon Portable Mobile Manager,0.58,2010-01-06,2010-01-08,-89.292,12,368.84,89909,South,Kuala Langat
20003,Not Specified,0.03,35.99,1.1,799,Lee,Mckenna,Consumer,Technology,Telephones And Communication,Small Box,Accessory35,0.55,2010-01-06,2010-01-07,-211.036,1,30.86,89909,South,Kuala Langat
19276,Medium,0.01,4.91,0.5,799,Lee,Mckenna,Consumer,Office Supplies,Labels,Small Box,Avery 478,0.36,2011-05-14,2011-05-16,60.48,9,49.37,89911,South,Kuala Langat
19825,Not Specified,0.02,37.94,5.08,799,Lee,Mckenna,Consumer,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,2011-08-18,2011-08-19,221.274,3,121.53,89912,South,Kuala Lumpur
19265,Low,0.04,50.98,6.5,800,Cheryl,Guthrie,Consumer,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,0.73,2010-09-28,2010-10-03,-13.28,11,568.25,89910,West,Kuantan
19266,Low,0.02,6.48,5.14,800,Cheryl,Guthrie,Consumer,Office Supplies,Paper,Small Box,Xerox 23,0.37,2010-09-28,2010-09-30,-48.68,19,126.66,89910,West,Machang
23388,Medium,0.1,140.85,19.99,801,Leonard,Daly,Consumer,Office Supplies,Storage & Organization,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",0.73,2012-04-23,2012-04-25,-185.48,3,400.5,89913,West,Manjung
23660,High,0.06,449.99,24.49,801,Leonard,Daly,Consumer,Technology,Copiers And Fax,Large Box,Canon Pc940 Copier,0.52,2013-02-17,2013-02-18,3572.406,12,5177.4,89914,West,Manjung
23661,High,0.04,20.99,0.99,801,Leonard,Daly,Consumer,Technology,Telephones And Communication,Wrap Bag,Accessory21,0.37,2013-02-17,2013-02-18,-54.505,1,19.22,89914,West,Melaka Tengah
22484,Medium,0.03,35.99,5.0,803,Marianne,Goldstein,Small Business,Technology,Telephones And Communication,Small Box,Accessory27,0.85,2010-10-29,2010-10-30,-184.548,3,93.82,90048,South,Pasir Gudang
22023,Not Specified,0.02,5.43,0.95,803,Marianne,Goldstein,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 Per Page",0.36,2012-02-28,2012-02-29,-556.5406,4,21.58,90050,South,Pasir Gudang
22024,Not Specified,0.04,10.98,3.37,803,Marianne,Goldstein,Small Business,Office Supplies,"Scissors, Rulers And Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,2012-02-28,2012-02-29,-137.6389,1,11.95,90050,South,Pasir Gudang
